,lfc_NLSFlag,REFSEQ_new,REFSEQ,ISO
201,-0.92736632006899,NP_006102,NP_006102.2,NM_006111.3
202,-0.480882414091961,NP_006127,NP_006127.1,NM_006136.3
203,-0.773814793676567,NP_006222,NP_006222.2,NM_006231.4
204,-1.14752791244066,NP_006227,NP_006227.1,NM_006236.3
205,-0.735533216682363,NP_006275,NP_006275.1,NM_006284.4
206,-0.588849804834846,NP_006288,NP_006288.2,NM_006297.3
207,-1.21708821310039,NP_006352,NP_006352.2,NM_006361.6
208,-0.77683821528351,NP_006361,NP_006361.1,NM_006370.3
209,-0.609771464265857,NP_006364,NP_006364.2,NM_006373.4
210,-1.03228342808185,NP_006378,NP_006378.3,NM_006387.6
211,-0.698903282778777,NP_006414,NP_006414.2,NM_006423.3
212,5.04784403745635,NP_006579,NP_006579.2,NM_006588.4
213,-0.806124398556146,NP_006597,NP_006597.2,NM_006606.3
214,-0.968773477504091,NP_006653,NP_006653.2,NM_006662.3
215,-0.693390343125533,NP_006757,NP_006757.2,NM_006766.5
216,-0.742626979404682,NP_006821,NP_006821.1,NM_006830.4
217,-0.678738053639155,NP_006859,NP_006859.2,NM_006868.4
218,-0.830092502972607,NP_008874,NP_008874.2,NM_006943.4
219,-2.25446070632057,NP_008913,NP_008913.2,NM_006982.3
220,-0.95175855471699,NP_008964,NP_008964.3,NM_007033.5
221,-0.72886988323765,NP_009035,NP_009035.3,NM_007104.5
222,-1.59415556355309,NP_009087,NP_009087.1,NM_007156.5
223,-0.986815744923644,NP_009098,NP_009098.3,NM_007167.4
224,-1.3187026902041,NP_009200,NP_009200.2,NM_007269.4
225,-0.902300812084905,NP_031372,NP_031372.2,NM_007346.4
226,-0.764918369254913,NP_031390,NP_031390.1,NM_007364.4
227,-1.21763600657171,NP_036215,NP_036215.1,NM_012083.3
228,-0.613503315106231,NP_036271,NP_036271.1,NM_012139.4
229,-0.672886674004613,NP_036336,NP_036336.2,NM_012204.4
230,2.41562911879335,NP_036362,NP_036362.3,NM_012230.5
231,-0.719350059278729,NP_036443,NP_036443.1,NM_012311.4
232,1.4582160544815,NP_036563,NP_036563.1,NM_012431.3
233,-0.573557335480998,NP_036609,NP_036609.1,NM_012477.4
234,-0.588445000111156,NP_037451,NP_037451.1,NM_013319.3
235,-0.572592892936449,NP_039234,NP_039234.1,NM_013943.3
236,-0.640066386413028,NP_054796,NP_054796.1,NM_014077.4
237,-0.714933592113325,NP_054836,NP_054836.2,NM_014117.3
238,-0.673205892521175,NP_054901,NP_054901.1,NM_014182.5
239,-0.62974202461935,NP_055021,NP_055021.1,NM_014206.4
240,-0.593971280554618,NP_055055,NP_055055.1,NM_014240.3
241,1.83705493617086,NP_055060,NP_055060.1,NM_014245.5
242,-1.05429965130234,NP_055102,NP_055102.3,NM_014287.4
243,-1.05429965130234,NP_055102,NP_055102.3-2,NM_014287.4-2
244,-0.902835630623012,NP_055181,NP_055181.3,NM_014366.5
245,-0.703424204279729,NP_055182,NP_055182.3,NM_014367.4
246,-0.864104876449471,NP_055187,NP_055187.1,NM_014372.5
247,1.19597330130952,NP_055282,NP_055282.1,NM_014467.3
248,-0.565095049962925,NP_055316,NP_055316.2,NM_014501.3
249,-0.966623753983855,NP_055476,NP_055476.3,NM_014661.4
250,-0.66054591171028,NP_055478,NP_055478.2,NM_014663.3
251,0.705430873873057,NP_055559,NP_055559.1,NM_014744.2
252,-0.727085854252153,NP_055580,NP_055580.1,NM_014765.3
253,-1.04162862330045,NP_055751,NP_055751.1,NM_014936.5
254,-0.700604607648308,NP_055866,NP_055866.1,NM_015051.3
255,-0.64265980046715,NP_055969,NP_055969.1,NM_015154.3
256,-1.35824333405252,NP_056159,NP_056159.2,NM_015344.3
257,-0.913058673439516,NP_056271,NP_056271.3,NM_015456.5
258,1.37343140031037,NP_056415,NP_056415.1,NM_015600.5
259,-1.03927314755505,NP_056436,NP_056436.2,NM_015621.3
260,-0.953439768423881,NP_056968,NP_056968.1,NM_015884.4
261,-0.743114864230076,NP_057030,NP_057030.3,NM_015946.5
262,-0.963066408750572,NP_057044,NP_057044.2,NM_015960.3
263,-0.670119132721149,NP_057049,NP_057049.5,NM_015965.7
264,-0.962382613769548,NP_057086,NP_057086.2,NM_016002.3
265,-0.46155147688374,NP_057157,NP_057157.1,NM_016073.4
266,-1.35157284635974,NP_057173,NP_057173.2,NM_016089.3
267,-0.662887123599417,NP_057212,NP_057212.1,NM_016128.4
268,-1.20759088491478,NP_057256,NP_057256.2,NM_016172.3
269,-1.24646030579327,NP_057279,NP_057279.2,NM_016195.4
270,-0.815647939714742,NP_057329,NP_057329.3,NM_016245.5
271,-0.86312991735585,NP_057339,NP_057339.1,NM_016255.3
272,-1.00824773355992,NP_057454,NP_057454.1,NM_016370.4
273,-0.69078639842153,NP_057542,NP_057542.2,NM_016458.4
274,-0.996142433406234,NP_057629,NP_057629.2,NM_016545.5
275,-0.973495366233875,NP_057698,NP_057698.2,NM_016614.3
276,-1.4943988723343,NP_059105,NP_059105.2,NM_017409.4
277,1.08653424510453,NP_059133,NP_059133.1,NM_017437.3
278,1.37312868252033,NP_060054,NP_060054.4,NM_017584.6
279,1.04674787928954,NP_060084,NP_060084.2,NM_017614.5
280,-0.839931994593805,NP_060103,NP_060103.2,NM_017633.3
281,1.29437290733539,NP_060132,NP_060132.3,NM_017662.5
282,-0.65972796982846,NP_060228,NP_060228.3,NM_017758.4
283,-0.688972465665765,NP_060263,NP_060263.2,NM_017793.3
284,-0.800412242211438,NP_060347,NP_060347.2,NM_017877.4
285,-0.892706102268951,NP_060377,NP_060377.1,NM_017907.3
286,-0.96854671109158,NP_060468,NP_060468.2,NM_017998.3
287,-0.886516479086456,NP_060489,NP_060489.1,NM_018019.3
288,-1.15653562319059,NP_060527,NP_060527.2,NM_018057.7
289,-0.669407479403813,NP_060624,NP_060624.1,NM_018154.3
290,-1.10720304405313,NP_060629,NP_060629.2,NM_018159.4
291,-0.605280887028873,NP_060654,NP_060654.1,NM_018184.3
292,-0.759213144833981,NP_060696,NP_060696.4,NM_018226.6
293,-0.781838785330869,NP_060711,NP_060711.2,NM_018241.3
294,-0.849623684751668,NP_060712,NP_060712.2,NM_018242.3
295,-0.595456574503673,NP_060915,NP_060915.2,NM_018445.6
296,-1.00401946062567,NP_060962,NP_060962.2,NM_018492.4
297,-0.636077619439098,NP_061330,NP_061330.2,NM_018842.5
298,-0.802013738605668,NP_061335,NP_061335.1,NM_018847.4
299,0.96908509491176,NP_061759,NP_061759.1,NM_018936.4
300,0.96908509491176,NP_061759,NP_061759.1-2,NM_018936.4-2
301,-0.841885413085033,NP_061877,NP_061877.1,NM_019004.2
302,-0.640190520271371,NP_061932,NP_061932.1,NM_019059.5
303,-0.809952711606323,NP_063937,NP_063937.2,NM_019884.3
304,-0.841762644774603,NP_063944,NP_063944.3,NM_019891.4
305,-0.9911869526124,NP_064518,NP_064518.1,NM_020133.3
306,-0.630988335844823,NP_064522,NP_064522.4,NM_020137.5
307,-1.00038437837973,NP_064543,NP_064543.3,NM_020158.4
308,-0.575974612295196,NP_064711,NP_064711.1,NM_020315.5
309,-1.73753462333693,NP_064713,NP_064713.3,NM_020317.5
310,-0.735151769332298,NP_065390,NP_065390.1,NM_020529.3
311,-0.839959657630666,NP_065885,NP_065885.2,NM_020834.3
312,-0.98529563613829,NP_066010,NP_066010.1,NM_020959.3
313,-0.778593723289997,NP_066299,NP_066299.2,NM_021019.5
314,-0.690009001431656,NP_066357,NP_066357.3,NM_021029.6
315,-0.761114307052135,NP_066361,NP_066361.1,NM_021033.7
316,-0.960570933040132,NP_066927,NP_066927.1,NM_021104.2
317,-1.01566630019318,NP_067037,NP_067037.1,NM_021214.2
318,1.43380014095672,NP_068802,NP_068802.1,NM_021967.4
319,1.43380014095672,NP_068802,NP_068802.1-3,NM_021967.4-3
320,-0.635127749563936,NP_071404,NP_071404.2,NM_022121.5
321,-0.918529267249911,NP_072088,NP_072088.1,NM_022566.3
322,-1.03771939672246,NP_073603,NP_073603.2,NM_022766.6
323,-0.818452787198801,NP_073742,NP_073742.2,NM_022831.4
324,-1.76006718537327,NP_073754,NP_073754.2,NM_022843.4
325,-0.851219798099304,NP_075567,NP_075567.2,NM_023079.5
326,-0.635856929753553,NP_076997,NP_076997.1,NM_024092.3
327,-0.448644838545811,NP_078804,NP_078804.2,NM_024528.4
328,-0.839503478187745,NP_078903,NP_078903.3,NM_024627.6
