,lfc_NFlag,REFSEQ_new,REFSEQ,ISO
34,2.11140507135352,NP_001257335,NP_001257335.1,NM_001270406.2
35,1.5595183113852,NP_001258766,NP_001258766.1,NM_001271837.2
36,3.07041953087114,NP_001258781,NP_001258781.1,NM_001271852.3
37,2.41846228583967,NP_001268361,NP_001268361.1,NM_001281432.2
38,2.41846228583967,NP_001268361,NP_001268361.1-2,NM_001281432.2-2
39,2.59570065547523,NP_001269267,NP_001269267.1,NM_001282338.2
40,-2.49091141439363,NP_001271296,NP_001271296.1,NM_001284367.2
41,1.61459580574605,NP_001271430,NP_001271430.1,NM_001284501.2
42,-1.71831836772652,NP_001287921,NP_001287921.1,NM_001300992.2
43,2.14304958598169,NP_001303881,NP_001303881.1,NM_001316952.2
44,2.91077974067306,NP_001304125,NP_001304125.1,NM_001317196.2
45,2.10534839358538,NP_001304960,NP_001304960.1,NM_001318031.2
46,2.39230792549104,NP_001308792,NP_001308792.1,NM_001321863.2
47,2.25295064291175,NP_001310222,NP_001310222.1,NM_001323293.2
48,2.25295064291175,NP_001310222,NP_001310222.1-2,NM_001323293.2-2
49,2.19199747774544,NP_001310224,NP_001310224.1,NM_001323295.2
50,2.19199747774544,NP_001310224,NP_001310224.1-2,NM_001323295.2-2
51,2.93685744453729,NP_001310225,NP_001310225.1,NM_001323296.2
52,2.93685744453729,NP_001310225,NP_001310225.1-2,NM_001323296.2-2
53,2.43081287497479,NP_001335282,NP_001335282.1,NM_001348353.1
54,1.83486270516263,NP_001337142,NP_001337142.1,NM_001350213.2
55,1.61173704299559,NP_001337165,NP_001337165.1,NM_001350236.2
56,2.35926306863926,NP_001338661,NP_001338661.1,NM_001351732.2
57,2.35926306863926,NP_001338661,NP_001338661.1-2,NM_001351732.2-2
58,2.62397247615455,NP_001338662,NP_001338662.1,NM_001351733.2
59,2.62397247615455,NP_001338662,NP_001338662.1-2,NM_001351733.2-2
60,-2.31750249127496,NP_001340024,NP_001340024.1,NM_001353095.2
61,2.29899954910638,NP_001340849,NP_001340849.1,NM_001353920.2
62,2.94204819317075,NP_001345335,NP_001345335.1,NM_001358406.2
63,1.83445534083427,NP_001345336,NP_001345336.1,NM_001358407.2
64,2.58868567405383,NP_001345628,NP_001345628.1,NM_001358699.2
65,2.54121515652248,NP_001349665,NP_001349665.1,NM_001362736.2
66,1.90646656647772,NP_001349666,NP_001349666.1,NM_001362737.2
67,1.88595505803081,NP_001349667,NP_001349667.1,NM_001362738.2
68,2.45288130384706,NP_001349714,NP_001349714.1,NM_001362785.2
69,2.0507810830005,NP_001350659,NP_001350659.1,NM_001363730.2
70,2.08317795494752,NP_001350747,NP_001350747.1,NM_001363818.2
71,3.00216542569419,NP_001351014,NP_001351014.1,NM_001364085.2
72,1.85741115492697,NP_001351407,NP_001351407.1,NM_001364478.1
73,1.51541503953743,NP_001351612,NP_001351612.1,NM_001364683.1
74,1.87831957376323,NP_001354993,NP_001354993.1,NM_001368064.1
75,1.9419869036105,NP_001355053,NP_001355053.1,NM_001368124.1
76,2.24847166054969,NP_001358425,NP_001358425.1,NM_001371496.1
